-0.004885688	-0.058316104	0.032047905	0.018525023	-0.06979801	0.013156706	-0.05842089	0.046680737	0.048234683	-0.068440214	-0.07663503	-0.025138678	-0.019809047	0.018304305	0.009681185	-0.04509152
-0.08040408	-0.06793003	0.05467932	0.054903433	-0.020414675	-0.028373467	0.011101438	-0.012361865	0.06477179	0.022144979	-0.06683993	-0.021440942	-0.044331964	-0.02195468	-0.007666135	-0.030665688
-0.041820716	-0.072309785	0.027453149	0.09522972	-0.026902648	0.03912041	0.029426625	0.0024056057	0.05297291	0.043338608	-0.1362149	0.01713904	-0.04368932	-0.025844045	-0.00040003884	-0.05678317
-0.06783429	0.016302953	-0.037516523	0.072201066	-0.009363253	-0.04173551	0.028167157	0.01922588	-0.015235266	-0.03839518	-0.1645758	-0.003689364	0.02547303	0.03152212	-0.023087269	-0.051530488
-0.039776422	-0.03891075	0.015613899	-0.00411462	-0.07037897	0.0541838	-0.022264158	0.0466446	-0.06259433	0.02118642	-0.06853752	-0.066017434	-0.04411514	0.021472212	-0.009410219	0.014030362
-0.06694585	-0.09393017	-0.01465497	0.08450508	-0.025871186	-0.030788247	0.0072189923	0.039434593	-0.0337065	-0.012144492	-0.15044746	0.008359098	-0.035533987	0.046736103	0.007194558	-0.05635853
-0.04136562	0.0031294527	0.120609716	-0.010814993	-0.024411075	0.01686963	0.022226624	-0.029572306	0.048986398	0.010392351	-0.08701295	-0.04113676	-0.05911318	0.008335315	-0.05370897	-0.043298822
-0.037578978	-0.023927584	-0.0036342668	0.030181892	0.0033091614	-0.056183133	0.05399416	0.06390253	0.027524462	0.020013597	-0.10489461	-0.031425558	-0.038131814	0.04426474	-0.016215956	-0.06652998
-0.05893983	-0.11963499	-0.030546758	0.052106343	-0.03313652	0.016169082	0.043919086	0.028126983	-0.0013558209	-0.013785564	-0.058660857	-0.014237844	0.0021330519	0.0069608986	-0.008698363	-0.07216143
-0.068307385	0.009969791	0.031412467	0.074850045	-0.10312071	-0.0014177443	-0.025249297	-0.038421504	0.03535009	0.02991569	-0.042576484	-0.010925038	-0.04627325	0.04206736	-0.017248498	-0.11502766
-0.07255238	-0.063945755	0.099394396	0.049475335	0.009341008	0.077681	-0.08128532	-0.059036836	0.016168283	-0.020140523	0.003001549	-0.066998646	-0.030065337	0.039788246	-0.018965796	-0.101938054
-0.08391284	-0.041730378	0.1053181	0.0075144907	-0.002097634	-0.018168412	0.025061667	-0.01087946	-0.052266162	-0.13023447	-0.040729355	-0.038673818	-0.011163638	0.10518302	-0.050506018	-0.09063308
-0.046228014	-0.05368486	-0.033734996	-0.022706833	-0.018575694	-0.029633075	0.066704564	0.073294856	-0.008094823	-0.03216308	-0.10238671	0.03948485	0.015242649	-0.05504956	-0.048760872	0.007325565
0.012701001	-0.042171136	0.1379743	-0.0727993	0.09055095	-0.03429892	-0.026901737	0.0437529	0.10947172	0.02691888	-0.08129526	0.020131536	-0.08096668	0.08372464	-0.052433442	0.011713351
0.019385941	0.035532963	0.06631151	0.059898295	-0.042591367	-0.051120233	-0.020587543	-0.012073396	0.04989945	0.060505945	-0.025192041	-0.005049395	-0.048472233	-0.031151481	0.03629858	-0.0049251937
-0.07606947	0.0074731368	0.110154286	0.03209822	0.01274927	0.034867436	0.004934997	0.06409263	0.053300638	0.003174536	-0.06801274	-0.0062331576	-0.037147593	0.022212518	-0.012656191	0.016787358
-0.004634102	0.0041504875	0.0023062523	0.11014661	0.03402905	-0.03789417	0.029198397	0.031884346	0.020608269	-0.09947884	-0.09573177	-0.064974576	-0.08521407	0.022482561	0.01627091	-0.023566548
-0.08725098	-0.080512576	0.013749139	-0.016291058	0.022423975	0.054817054	0.04385969	0.06131201	0.041064013	-0.054340884	-0.039341472	-0.006111678	-0.09696229	0.03360406	-0.034143984	-0.014301744
-0.08344438	-0.07784134	0.0320288	0.012779295	-0.0026281357	0.023275558	-0.030122317	-0.0031916546	-0.09823559	-0.04456286	0.031501204	-0.022855286	-0.015343368	0.001360381	-0.011052955	0.022218596
-0.11871964	-0.0074578845	0.033513818	0.064798154	-0.03132515	0.017819414	-0.034839578	0.020640848	-0.009868711	-0.09560282	-0.121249385	0.01881334	0.004469835	0.002408119	-0.06601642	-0.05673253
-0.017429676	-0.10858307	-0.05277128	-0.0035041615	-0.06540406	-0.032268107	-0.060409743	0.030000305	0.034120664	-0.019136032	-0.053080365	0.049358577	-0.015096123	0.018778916	0.08209158	-0.06453022
